# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-827 b,Kepler-827,1,1,0.83,0.28,-0.07,0,0.92,0.09,-0.10,0
Kepler-827 b,Kepler-827,1,1,0.85,0.23,-0.23,0,0.96,0.04,-0.04,0
Kepler-827 b,Kepler-827,1,1,1.38,0.14,-0.12,0,,,,
Kepler-827 b,Kepler-827,1,1,1.44,0.24,-0.32,0,1.02,0.09,-0.07,0
Kepler-827 b,Kepler-827,1,1,1.40,,,0,0.98,,,0
Kepler-827 b,Kepler-827,1,1,0.83,0.28,-0.07,0,0.92,0.09,-0.10,0
Kepler-827 b,Kepler-827,1,1,0.91,0.11,-0.07,0,0.93,0.07,-0.06,0
Kepler-827 b,Kepler-827,1,1,0.83,0.28,-0.07,0,0.92,0.09,-0.10,0
Kepler-828 b,Kepler-828,1,1,0.77,0.04,-0.04,0,0.81,0.04,-0.04,0
Kepler-828 b,Kepler-828,1,1,0.73,0.12,-0.05,0,0.79,0.09,-0.08,0
Kepler-828 b,Kepler-828,1,1,0.73,,,0,0.82,,,0
Kepler-828 b,Kepler-828,1,1,0.72,0.03,-0.03,0,,,,
Kepler-828 b,Kepler-828,1,1,0.73,0.12,-0.05,0,0.79,0.09,-0.08,0
Kepler-828 b,Kepler-828,1,1,0.73,,,0,0.82,,,0
Kepler-828 b,Kepler-828,1,1,0.73,0.12,-0.05,0,0.79,0.09,-0.08,0
Kepler-828 b,Kepler-828,1,1,0.70,0.10,-0.10,0,0.78,0.03,-0.03,0
Kepler-828 b,Kepler-828,1,1,0.85,0.04,-0.07,0,0.81,0.06,-0.03,0
Kepler-829 b,Kepler-829,1,1,0.80,0.34,-0.06,0,0.88,0.10,-0.09,0
Kepler-829 b,Kepler-829,1,1,0.79,0.21,-0.07,0,0.89,0.09,-0.10,0
Kepler-829 b,Kepler-829,1,1,0.84,0.40,-0.40,0,0.95,0.08,-0.08,0
Kepler-829 b,Kepler-829,1,1,1.10,0.09,-0.08,0,,,,
Kepler-829 b,Kepler-829,1,1,1.12,,,0,0.98,,,0
Kepler-829 b,Kepler-829,1,1,0.80,0.34,-0.06,0,0.88,0.10,-0.09,0
Kepler-829 b,Kepler-829,1,1,1.12,,,0,0.98,,,0
Kepler-829 b,Kepler-829,1,1,0.97,0.20,-0.08,0,0.98,0.05,-0.06,0
Kepler-829 b,Kepler-829,1,1,0.80,0.34,-0.06,0,0.88,0.10,-0.09,0
Kepler-829 b,Kepler-829,1,1,1.12,,,0,0.98,,,0
Kepler-83 b,Kepler-83,2,3,,,,,,,,
Kepler-83 b,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 b,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 b,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 b,Kepler-83,2,3,0.51,0.03,-0.05,0,0.51,0.04,-0.03,0
Kepler-83 b,Kepler-83,2,3,,,,,,,,
Kepler-83 b,Kepler-83,2,3,0.61,0.02,-0.02,0,,,,
Kepler-83 b,Kepler-83,2,3,0.59,,,0,0.63,,,0
Kepler-83 b,Kepler-83,2,3,0.59,0.03,-0.03,0,0.63,0.07,-0.07,0
Kepler-83 b,Kepler-83,2,3,0.56,0.02,-0.02,0,0.58,0.03,-0.03,0
Kepler-83 b,Kepler-83,2,3,0.61,0.03,-0.03,0,0.66,0.41,-0.25,0
Kepler-83 b,Kepler-83,2,3,,,,,,,,
Kepler-83 b,Kepler-83,2,3,0.54,0.05,-0.05,0,0.56,0.05,-0.05,0
Kepler-83 b,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 b,Kepler-83,2,3,0.61,0.03,-0.03,0,0.66,0.03,-0.03,0
Kepler-83 c,Kepler-83,2,3,0.54,0.05,-0.05,0,0.56,0.05,-0.05,0
Kepler-83 c,Kepler-83,2,3,0.61,0.03,-0.03,0,0.66,0.03,-0.03,0
Kepler-83 c,Kepler-83,2,3,,,,,,,,
Kepler-83 c,Kepler-83,2,3,,,,,,,,
Kepler-83 c,Kepler-83,2,3,0.51,0.03,-0.05,0,0.51,0.04,-0.03,0
Kepler-83 c,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 c,Kepler-83,2,3,0.56,0.02,-0.02,0,0.58,0.03,-0.03,0
Kepler-83 c,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 c,Kepler-83,2,3,0.59,0.03,-0.03,0,0.63,0.07,-0.07,0
Kepler-83 c,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 c,Kepler-83,2,3,,,,,,,,
Kepler-83 c,Kepler-83,2,3,0.61,0.02,-0.02,0,,,,
Kepler-83 c,Kepler-83,2,3,0.61,0.03,-0.03,0,0.66,0.41,-0.25,0
Kepler-83 c,Kepler-83,2,3,0.59,,,0,0.63,,,0
Kepler-83 c,Kepler-83,2,3,,,,,,,,
Kepler-83 c,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,0.59,0.03,-0.03,0,,,,
Kepler-83 d,Kepler-83,2,3,,,,,,,,
Kepler-83 d,Kepler-83,2,3,,,,,,,,
Kepler-83 d,Kepler-83,2,3,0.51,0.03,-0.05,0,0.51,0.04,-0.03,0
Kepler-83 d,Kepler-83,2,3,0.59,,,0,0.63,,,0
Kepler-83 d,Kepler-83,2,3,0.61,0.02,-0.02,0,,,,
Kepler-83 d,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,0.61,0.03,-0.03,0,0.66,0.03,-0.03,0
Kepler-83 d,Kepler-83,2,3,0.56,0.02,-0.02,0,0.58,0.03,-0.03,0
Kepler-83 d,Kepler-83,2,3,,,,,,,,
Kepler-83 d,Kepler-83,2,3,0.54,0.05,-0.05,0,0.56,0.05,-0.05,0
Kepler-83 d,Kepler-83,2,3,0.59,0.03,-0.03,0,0.63,0.07,-0.07,0
Kepler-83 d,Kepler-83,2,3,,,,,,,,
Kepler-830 b,Kepler-830,1,1,1.11,0.31,-0.14,0,1.07,0.12,-0.09,0
Kepler-830 b,Kepler-830,1,1,,,,,,,,
Kepler-830 b,Kepler-830,1,1,,,,,,,,
Kepler-830 b,Kepler-830,1,1,1.00,0.37,-0.12,0,0.95,0.12,-0.11,0
Kepler-830 b,Kepler-830,1,1,1.00,0.37,-0.12,0,0.95,0.12,-0.11,0
Kepler-830 b,Kepler-830,1,1,1.18,0.19,-0.10,0,1.16,0.07,-0.08,0
Kepler-830 b,Kepler-830,1,1,1.00,0.37,-0.12,0,0.95,0.12,-0.11,0
Kepler-830 b,Kepler-830,1,1,1.10,0.16,-0.16,0,1.12,0.04,-0.04,0
Kepler-831 b,Kepler-831,1,1,0.89,0.22,-0.22,0,1.00,0.03,-0.03,0
Kepler-831 b,Kepler-831,1,1,0.96,0.12,-0.08,0,0.92,0.06,-0.06,0
Kepler-831 b,Kepler-831,1,1,0.91,0.18,-0.08,0,0.85,0.07,-0.04,0
Kepler-831 b,Kepler-831,1,1,1.01,0.04,-0.04,0,,,,
Kepler-831 b,Kepler-831,1,1,1.02,,,0,1.03,,,0
Kepler-831 b,Kepler-831,1,1,0.91,0.18,-0.08,0,0.85,0.07,-0.04,0
Kepler-831 b,Kepler-831,1,1,1.02,,,0,1.03,,,0
Kepler-831 b,Kepler-831,1,1,0.91,0.18,-0.08,0,0.85,0.07,-0.04,0
Kepler-831 b,Kepler-831,1,1,0.97,0.07,-0.05,0,0.99,0.04,-0.04,0
Kepler-831 b,Kepler-831,1,1,1.02,,,0,1.03,,,0
Kepler-832 b,Kepler-832,1,1,0.90,0.14,-0.07,0,0.92,0.06,-0.06,0
Kepler-832 b,Kepler-832,1,1,0.99,0.34,-0.10,0,1.10,0.17,-0.16,0
Kepler-832 b,Kepler-832,1,1,0.99,0.34,-0.10,0,1.10,0.17,-0.16,0
Kepler-832 b,Kepler-832,1,1,1.11,,,0,1.02,,,0
Kepler-832 b,Kepler-832,1,1,0.99,0.29,-0.11,0,1.10,0.12,-0.17,0
Kepler-832 b,Kepler-832,1,1,0.92,0.30,-0.30,0,1.02,0.08,-0.08,0
Kepler-832 b,Kepler-832,1,1,1.11,,,0,1.02,,,0
Kepler-832 b,Kepler-832,1,1,0.99,0.34,-0.10,0,1.10,0.17,-0.16,0
Kepler-832 b,Kepler-832,1,1,1.11,0.11,-0.10,0,,,,
Kepler-832 b,Kepler-832,1,1,1.11,,,0,1.02,,,0
Kepler-833 b,Kepler-833,1,1,0.57,0.01,-0.01,0,0.61,0.01,-0.01,0
Kepler-833 b,Kepler-833,1,1,0.54,0.08,-0.08,0,0.56,0.08,-0.08,0
Kepler-833 b,Kepler-833,1,1,0.71,,,0,0.68,,,0
Kepler-833 b,Kepler-833,1,1,0.62,0.02,-0.02,0,0.64,0.03,-0.03,0
Kepler-833 b,Kepler-833,1,1,0.71,,,0,0.68,,,0
Kepler-833 b,Kepler-833,1,1,0.54,0.08,-0.08,0,0.56,0.08,-0.08,0
Kepler-833 b,Kepler-833,1,1,0.54,0.04,-0.06,0,0.56,0.04,-0.06,0
Kepler-833 b,Kepler-833,1,1,0.69,0.02,-0.02,0,,,,
Kepler-833 b,Kepler-833,1,1,0.71,,,0,0.68,,,0
Kepler-833 b,Kepler-833,1,1,0.54,0.08,-0.08,0,0.56,0.08,-0.08,0
Kepler-834 b,Kepler-834,1,1,0.45,0.09,-0.09,0,0.48,0.10,-0.10,0
Kepler-834 b,Kepler-834,1,1,0.45,0.08,-0.11,0,0.48,0.07,-0.12,0
Kepler-834 b,Kepler-834,1,1,0.72,,,0,0.69,,,0
Kepler-834 b,Kepler-834,1,1,0.66,0.03,-0.03,0,0.70,0.03,-0.03,0
Kepler-834 b,Kepler-834,1,1,0.70,0.02,-0.02,0,,,,
Kepler-834 b,Kepler-834,1,1,0.58,0.01,-0.01,0,0.66,0.02,-0.02,0
Kepler-834 b,Kepler-834,1,1,0.45,0.09,-0.09,0,0.48,0.10,-0.10,0
Kepler-834 b,Kepler-834,1,1,0.72,,,0,0.69,,,0
Kepler-834 b,Kepler-834,1,1,0.72,,,0,0.69,,,0
Kepler-834 b,Kepler-834,1,1,0.45,0.09,-0.09,0,0.48,0.10,-0.10,0
Kepler-835 b,Kepler-835,1,1,1.11,0.21,-0.10,0,1.08,0.07,-0.05,0
Kepler-835 b,Kepler-835,1,1,1.17,0.71,-0.14,0,1.25,0.23,-0.22,0
Kepler-835 b,Kepler-835,1,1,1.17,0.71,-0.14,0,1.25,0.23,-0.22,0
Kepler-835 b,Kepler-835,1,1,1.17,0.35,-0.15,0,1.25,0.14,-0.18,0
Kepler-835 b,Kepler-835,1,1,1.17,0.71,-0.14,0,1.25,0.23,-0.22,0
Kepler-835 b,Kepler-835,1,1,1.01,0.37,-0.37,0,1.10,0.10,-0.10,0
Kepler-835 b,Kepler-835,1,1,1.42,,,0,1.06,,,0
Kepler-835 b,Kepler-835,1,1,1.42,,,0,1.06,,,0
Kepler-836 b,Kepler-836,1,1,1.02,0.47,-0.09,0,1.08,0.22,-0.14,0
Kepler-836 b,Kepler-836,1,1,1.01,0.08,-0.07,0,,,,
Kepler-836 b,Kepler-836,1,1,1.02,,,0,1.06,,,0
Kepler-836 b,Kepler-836,1,1,1.01,0.34,-0.11,0,1.07,0.16,-0.14,0
Kepler-836 b,Kepler-836,1,1,1.02,0.47,-0.09,0,1.08,0.22,-0.14,0
Kepler-836 b,Kepler-836,1,1,1.02,,,0,1.06,,,0
Kepler-836 b,Kepler-836,1,1,1.04,0.24,-0.10,0,1.03,0.06,-0.07,0
Kepler-836 b,Kepler-836,1,1,1.02,,,0,1.06,,,0
Kepler-836 b,Kepler-836,1,1,1.02,0.47,-0.09,0,1.08,0.22,-0.14,0
Kepler-836 b,Kepler-836,1,1,1.03,0.55,-0.55,0,1.12,0.14,-0.14,0
Kepler-837 b,Kepler-837,1,1,0.85,0.49,-0.13,0,0.73,0.12,-0.03,0
Kepler-837 b,Kepler-837,1,1,0.78,,,0,0.99,,,0
Kepler-837 b,Kepler-837,1,1,1.05,0.36,-0.36,0,0.98,0.07,-0.07,0
Kepler-837 b,Kepler-837,1,1,0.81,0.07,-0.07,0,0.85,0.05,-0.06,0
Kepler-837 b,Kepler-837,1,1,0.78,,,0,0.99,,,0
Kepler-837 b,Kepler-837,1,1,0.85,0.20,-0.13,0,0.73,0.09,-0.04,0
Kepler-837 b,Kepler-837,1,1,0.84,0.07,-0.06,0,,,,
Kepler-837 b,Kepler-837,1,1,0.85,0.49,-0.13,0,0.73,0.12,-0.03,0
Kepler-837 b,Kepler-837,1,1,0.78,,,0,0.99,,,0
Kepler-837 b,Kepler-837,1,1,0.85,0.49,-0.13,0,0.73,0.12,-0.03,0
Kepler-838 b,Kepler-838,1,1,1.02,0.33,-0.11,0,1.09,0.15,-0.15,0
Kepler-838 b,Kepler-838,1,1,1.01,0.39,-0.39,0,1.09,0.10,-0.10,0
Kepler-838 b,Kepler-838,1,1,1.02,0.45,-0.09,0,1.09,0.22,-0.14,0
Kepler-838 b,Kepler-838,1,1,1.02,0.45,-0.09,0,1.09,0.22,-0.14,0
Kepler-838 b,Kepler-838,1,1,0.89,,,0,1.03,,,0
Kepler-838 b,Kepler-838,1,1,0.89,,,0,1.03,,,0
Kepler-838 b,Kepler-838,1,1,1.02,0.45,-0.09,0,1.09,0.22,-0.14,0
Kepler-838 b,Kepler-838,1,1,0.89,,,0,1.03,,,0
Kepler-838 b,Kepler-838,1,1,0.96,0.13,-0.08,0,0.98,0.05,-0.06,0
Kepler-838 b,Kepler-838,1,1,0.86,0.07,-0.06,0,,,,
Kepler-839 b,Kepler-839,1,1,1.51,0.07,-0.06,0,,,,
Kepler-839 b,Kepler-839,1,1,1.57,,,0,1.08,,,0
Kepler-839 b,Kepler-839,1,1,1.08,0.42,-0.42,0,1.09,0.11,-0.11,0
Kepler-839 b,Kepler-839,1,1,1.14,0.68,-0.13,0,1.10,0.28,-0.12,0
Kepler-839 b,Kepler-839,1,1,1.31,0.23,-0.17,0,1.20,0.07,-0.09,0
Kepler-839 b,Kepler-839,1,1,1.57,,,0,1.08,,,0
Kepler-839 b,Kepler-839,1,1,1.14,0.68,-0.13,0,1.10,0.28,-0.12,0
Kepler-839 b,Kepler-839,1,1,1.31,0.21,-0.12,0,1.22,0.06,-0.05,0
Kepler-839 b,Kepler-839,1,1,1.57,,,0,1.08,,,0
Kepler-839 b,Kepler-839,1,1,1.14,0.68,-0.13,0,1.10,0.28,-0.12,0
Kepler-84 b,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 b,Kepler-84,1,5,1.43,0.05,-0.05,0,1.00,0.42,-0.29,0
Kepler-84 b,Kepler-84,1,5,1.11,0.13,-0.10,0,1.06,0.06,-0.06,0
Kepler-84 b,Kepler-84,1,5,,,,,,,,
Kepler-84 b,Kepler-84,1,5,,,,,,,,
Kepler-84 b,Kepler-84,1,5,1.03,0.50,-0.50,0,1.02,0.12,-0.12,0
Kepler-84 b,Kepler-84,1,5,,,,,,,,
Kepler-84 b,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 b,Kepler-84,1,5,1.02,,,0,1.00,,,0
Kepler-84 b,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 b,Kepler-84,1,5,1.13,0.18,-0.16,0,0.99,0.07,-0.06,0
Kepler-84 c,Kepler-84,1,5,,,,,,,,
Kepler-84 c,Kepler-84,1,5,1.11,0.13,-0.10,0,1.06,0.06,-0.06,0
Kepler-84 c,Kepler-84,1,5,1.43,0.05,-0.05,0,1.00,0.42,-0.29,0
Kepler-84 c,Kepler-84,1,5,,,,,,,,
Kepler-84 c,Kepler-84,1,5,1.03,0.50,-0.50,0,1.02,0.12,-0.12,0
Kepler-84 c,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 c,Kepler-84,1,5,1.02,,,0,1.00,,,0
Kepler-84 c,Kepler-84,1,5,1.13,0.18,-0.16,0,0.99,0.07,-0.06,0
Kepler-84 c,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 c,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 d,Kepler-84,1,5,1.17,0.22,-0.22,0,,,,
Kepler-84 d,Kepler-84,1,5,1.03,0.50,-0.50,0,1.02,0.12,-0.12,0
Kepler-84 d,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 d,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 d,Kepler-84,1,5,1.13,0.18,-0.16,0,0.99,0.07,-0.06,0
Kepler-84 d,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 d,Kepler-84,1,5,,,,,,,,
Kepler-84 d,Kepler-84,1,5,,,,,,,,
Kepler-84 d,Kepler-84,1,5,1.11,0.13,-0.10,0,1.06,0.06,-0.06,0
Kepler-84 e,Kepler-84,1,5,1.17,0.22,-0.22,0,,,,
Kepler-84 e,Kepler-84,1,5,,,,,,,,
Kepler-84 e,Kepler-84,1,5,,,,,,,,
Kepler-84 e,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 e,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 e,Kepler-84,1,5,1.11,0.13,-0.10,0,1.06,0.06,-0.06,0
Kepler-84 e,Kepler-84,1,5,1.03,0.50,-0.50,0,1.02,0.12,-0.12,0
Kepler-84 e,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 e,Kepler-84,1,5,1.13,0.18,-0.16,0,0.99,0.07,-0.06,0
Kepler-84 e,Kepler-84,1,5,,,,,,,,
Kepler-84 f,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 f,Kepler-84,1,5,,,,,,,,
Kepler-84 f,Kepler-84,1,5,1.17,0.22,-0.22,0,,,,
Kepler-84 f,Kepler-84,1,5,1.03,0.50,-0.50,0,1.02,0.12,-0.12,0
Kepler-84 f,Kepler-84,1,5,1.13,0.18,-0.16,0,0.99,0.07,-0.06,0
Kepler-84 f,Kepler-84,1,5,,,,,,,,
Kepler-84 f,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 f,Kepler-84,1,5,,,,,,,,
Kepler-84 f,Kepler-84,1,5,1.02,0.41,-0.12,0,1.00,0.16,-0.12,0
Kepler-84 f,Kepler-84,1,5,1.11,0.13,-0.10,0,1.06,0.06,-0.06,0
Kepler-840 b,Kepler-840,1,1,1.06,0.24,-0.12,0,1.04,0.07,-0.07,0
Kepler-840 b,Kepler-840,1,1,1.46,,,0,1.11,,,0
Kepler-840 b,Kepler-840,1,1,1.54,0.16,-0.14,0,,,,
Kepler-840 b,Kepler-840,1,1,0.99,0.37,-0.12,0,0.96,0.13,-0.11,0
Kepler-840 b,Kepler-840,1,1,1.04,0.45,-0.45,0,1.03,0.11,-0.11,0
Kepler-840 b,Kepler-840,1,1,1.46,,,0,1.11,,,0
Kepler-840 b,Kepler-840,1,1,0.99,0.37,-0.12,0,0.96,0.13,-0.11,0
Kepler-840 b,Kepler-840,1,1,0.99,0.30,-0.13,0,0.96,0.13,-0.12,0
Kepler-840 b,Kepler-840,1,1,0.99,0.37,-0.12,0,0.96,0.13,-0.11,0
Kepler-841 b,Kepler-841,1,1,0.72,0.18,-0.05,0,0.78,0.11,-0.07,0
Kepler-841 b,Kepler-841,1,1,0.82,,,0,0.88,,,0
Kepler-841 b,Kepler-841,1,1,0.72,0.18,-0.05,0,0.78,0.11,-0.07,0
Kepler-841 b,Kepler-841,1,1,0.81,0.05,-0.04,0,,,,
Kepler-841 b,Kepler-841,1,1,0.82,,,0,0.88,,,0
Kepler-841 b,Kepler-841,1,1,1.66,0.28,-0.85,0,0.94,0.09,-0.14,0
Kepler-841 b,Kepler-841,1,1,0.81,0.06,-0.06,0,0.85,0.04,-0.05,0
Kepler-841 b,Kepler-841,1,1,0.79,0.26,-0.26,0,0.90,0.04,-0.04,0
Kepler-841 b,Kepler-841,1,1,0.72,0.18,-0.05,0,0.78,0.11,-0.07,0
Kepler-842 b,Kepler-842,1,1,0.76,,,0,0.74,,,0
Kepler-842 b,Kepler-842,1,1,0.76,,,0,0.74,,,0
Kepler-842 b,Kepler-842,1,1,0.64,0.02,-0.02,0,0.72,0.02,-0.02,0
Kepler-842 b,Kepler-842,1,1,0.71,0.08,-0.05,0,0.77,0.06,-0.07,0
Kepler-842 b,Kepler-842,1,1,0.71,0.05,-0.05,0,,,,
Kepler-842 b,Kepler-842,1,1,0.71,0.08,-0.05,0,0.77,0.06,-0.07,0
Kepler-842 b,Kepler-842,1,1,0.76,,,0,0.74,,,0
Kepler-842 b,Kepler-842,1,1,0.70,0.08,-0.05,0,0.78,0.05,-0.08,0
Kepler-842 b,Kepler-842,1,1,0.71,0.08,-0.05,0,0.77,0.06,-0.07,0
Kepler-842 b,Kepler-842,1,1,0.73,0.03,-0.04,0,0.78,0.04,-0.04,0
Kepler-843 b,Kepler-843,1,1,1.00,,,0,1.00,,,0
Kepler-843 b,Kepler-843,1,1,0.89,0.31,-0.07,0,0.99,0.10,-0.12,0
Kepler-843 b,Kepler-843,1,1,1.00,,,0,1.00,,,0
Kepler-843 b,Kepler-843,1,1,1.03,0.24,-0.10,0,1.02,0.06,-0.06,0
Kepler-843 b,Kepler-843,1,1,1.18,0.18,-0.20,0,0.96,0.07,-0.06,0
Kepler-843 b,Kepler-843,1,1,0.89,0.24,-0.24,0,0.99,0.05,-0.05,0
Kepler-843 b,Kepler-843,1,1,0.89,0.31,-0.07,0,0.99,0.10,-0.12,0
Kepler-843 b,Kepler-843,1,1,0.98,0.06,-0.06,0,,,,
Kepler-843 b,Kepler-843,1,1,1.00,,,0,1.00,,,0
Kepler-843 b,Kepler-843,1,1,0.89,0.31,-0.07,0,0.99,0.10,-0.12,0
Kepler-844 b,Kepler-844,1,1,0.63,0.02,-0.02,0,,,,
Kepler-844 b,Kepler-844,1,1,0.51,0.07,-0.07,0,0.53,0.07,-0.07,0
Kepler-844 b,Kepler-844,1,1,0.51,0.07,-0.07,0,0.53,0.07,-0.07,0
Kepler-844 b,Kepler-844,1,1,0.54,0.01,-0.01,0,0.57,0.01,-0.01,0
Kepler-844 b,Kepler-844,1,1,0.73,,,0,0.62,,,0
Kepler-844 b,Kepler-844,1,1,0.57,0.03,-0.03,0,0.59,0.03,-0.04,0
Kepler-844 b,Kepler-844,1,1,0.52,0.03,-0.04,0,0.52,0.04,-0.04,0
Kepler-844 b,Kepler-844,1,1,0.51,0.07,-0.07,0,0.53,0.07,-0.07,0
Kepler-845 b,Kepler-845,1,1,0.77,,,0,0.74,,,0
Kepler-845 b,Kepler-845,1,1,0.70,0.07,-0.02,0,0.80,0.03,-0.05,0
Kepler-845 b,Kepler-845,1,1,0.75,0.03,-0.03,0,0.79,0.03,-0.04,0
Kepler-845 b,Kepler-845,1,1,0.78,0.11,-0.07,0,0.75,0.10,-0.06,0
Kepler-845 b,Kepler-845,1,1,0.69,0.02,-0.02,0,0.70,0.02,-0.02,0
Kepler-845 b,Kepler-845,1,1,0.77,,,0,0.74,,,0
Kepler-845 b,Kepler-845,1,1,0.78,0.11,-0.07,0,0.75,0.10,-0.06,0
Kepler-845 b,Kepler-845,1,1,0.69,0.03,-0.03,0,,,,
Kepler-845 b,Kepler-845,1,1,0.78,0.11,-0.07,0,0.75,0.10,-0.06,0
Kepler-845 b,Kepler-845,1,1,0.77,,,0,0.74,,,0
Kepler-846 b,Kepler-846,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-846 b,Kepler-846,1,1,0.91,0.11,-0.06,0,0.94,0.04,-0.05,0
Kepler-846 b,Kepler-846,1,1,0.83,0.07,-0.06,0,,,,
Kepler-846 b,Kepler-846,1,1,0.84,0.21,-0.07,0,0.93,0.10,-0.11,0
Kepler-846 b,Kepler-846,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-846 b,Kepler-846,1,1,0.86,0.31,-0.31,0,0.97,0.06,-0.06,0
Kepler-846 b,Kepler-846,1,1,0.86,,,0,0.96,,,0
Kepler-846 b,Kepler-846,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-846 b,Kepler-846,1,1,0.86,,,0,0.96,,,0
Kepler-846 b,Kepler-846,1,1,0.86,,,0,0.96,,,0
Kepler-847 b,Kepler-847,1,1,0.85,1.37,-0.08,0,0.81,0.08,-0.05,0
Kepler-847 b,Kepler-847,1,1,0.83,,,0,0.76,,,0
Kepler-847 b,Kepler-847,1,1,0.66,0.02,-0.02,0,0.68,0.02,-0.02,0
Kepler-847 b,Kepler-847,1,1,0.83,,,0,0.76,,,0
Kepler-847 b,Kepler-847,1,1,0.78,0.03,-0.05,0,0.76,0.05,-0.03,0
Kepler-847 b,Kepler-847,1,1,0.85,1.37,-0.08,0,0.81,0.08,-0.05,0
Kepler-847 b,Kepler-847,1,1,0.85,1.37,-0.08,0,0.81,0.08,-0.05,0
Kepler-847 b,Kepler-847,1,1,0.77,0.03,-0.03,0,0.83,0.03,-0.04,0
Kepler-848 b,Kepler-848,1,1,2.06,,,0,1.00,,,0
Kepler-848 b,Kepler-848,1,1,0.99,0.38,-0.11,0,0.97,0.14,-0.11,0
Kepler-848 b,Kepler-848,1,1,2.06,,,0,1.00,,,0
Kepler-848 b,Kepler-848,1,1,0.99,0.38,-0.11,0,0.97,0.14,-0.11,0
Kepler-848 b,Kepler-848,1,1,2.06,,,0,1.00,,,0
Kepler-848 b,Kepler-848,1,1,2.07,0.10,-0.09,0,,,,
Kepler-848 b,Kepler-848,1,1,1.35,0.24,-0.27,0,1.04,0.10,-0.07,0
Kepler-848 b,Kepler-848,1,1,1.20,0.18,-0.17,0,1.01,0.04,-0.04,0
Kepler-848 b,Kepler-848,1,1,0.99,0.45,-0.45,0,0.97,0.10,-0.10,0
