# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-412 b,Kepler-412,1,1,,5858.00,1.21,1.08,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,6195.00,1.12,1.18,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5750.00,1.29,1.17,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,6195.00,1.12,1.18,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5750.00,1.34,,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5750.00,1.29,1.17,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5832.83,1.33,1.05,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5832.83,1.33,1.05,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,5832.83,1.33,1.05,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,6195.00,1.12,1.18,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,,6119.00,1.03,1.06,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-412 b,Kepler-412,1,1,G3 V,5750.00,1.29,1.17,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
Kepler-413 b,Kepler-413,2,1,,4700.00,0.78,0.82,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.5360000
Kepler-414 b,Kepler-414,1,2,,5536.00,0.93,0.95,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5497.00,0.94,0.88,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5580.00,0.94,0.95,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5423.00,0.93,0.94,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5423.00,0.93,0.94,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,5567.00,0.88,,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 b,Kepler-414,1,2,,,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5567.00,0.88,,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5423.00,0.93,0.94,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5423.00,0.93,0.94,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5497.00,0.94,0.88,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5536.00,0.93,0.95,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5580.00,0.94,0.95,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-414 c,Kepler-414,1,2,,5523.00,0.95,0.89,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000
Kepler-415 b,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4350.00,0.61,0.64,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4320.24,0.71,0.68,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4362.00,0.55,0.59,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4375.00,0.62,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4586.00,0.70,0.73,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 b,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4350.00,0.61,0.64,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4362.00,0.55,0.59,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4320.24,0.71,0.68,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4375.00,0.62,,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4320.24,0.71,0.68,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4523.00,0.64,0.67,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-415 c,Kepler-415,1,2,,4586.00,0.70,0.73,19h35m13.08s,293.8045041,+38d38m20.59s,38.6390517,530.4870000
Kepler-416 b,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5708.00,1.12,1.08,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5620.27,1.09,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5718.00,1.00,,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5758.00,1.02,1.01,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5670.00,1.02,0.95,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 b,Kepler-416,1,2,,5620.27,1.09,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5758.00,1.02,1.01,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5718.00,1.00,,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5977.00,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,,1.07,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5620.27,1.09,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5708.00,1.12,1.08,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5620.27,1.09,1.00,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-416 c,Kepler-416,1,2,,5670.00,1.02,0.95,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.8190000
Kepler-417 b,Kepler-417,1,2,,5177.00,0.80,0.84,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5151.65,0.78,0.87,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5379.00,0.77,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5151.65,0.78,0.87,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 b,Kepler-417,1,2,,5177.00,0.83,0.95,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5151.65,0.78,0.87,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5151.65,0.78,0.87,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5379.00,0.77,,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5376.00,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5177.00,0.80,0.84,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,5177.00,0.83,0.95,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-417 c,Kepler-417,1,2,,,0.81,0.90,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000
Kepler-418 b,Kepler-418,1,1,,6177.00,1.04,1.04,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5895.00,1.09,1.07,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5916.00,1.09,1.05,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5895.00,1.09,1.07,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,6177.00,1.04,1.04,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5820.00,1.09,0.98,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,6166.00,1.06,1.08,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5895.00,1.09,1.07,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,6177.00,1.04,1.04,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5848.00,1.10,,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,6029.00,1.60,1.29,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-418 b,Kepler-418,1,1,,5822.00,1.08,0.96,19h37m44.05s,294.4335228,+38d21m19.70s,38.3554729,1002.5300000
Kepler-419 b,Kepler-419,1,2,,6287.00,1.42,1.29,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6430.00,1.74,1.39,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6430.00,1.73,1.40,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6418.00,1.87,1.29,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6293.00,1.39,1.31,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6418.00,1.87,1.29,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6460.00,1.59,1.44,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6430.00,1.75,1.39,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6287.00,1.42,1.29,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6287.00,1.42,1.29,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 b,Kepler-419,1,2,,6383.00,1.86,,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-419 c,Kepler-419,1,2,,6430.00,1.74,1.39,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000
Kepler-42 b,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3258.00,0.17,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3204.00,0.17,,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,4188.00,0.68,0.62,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,M,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,M4 V,3203.00,0.16,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3241.00,0.19,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3357.00,0.18,0.15,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3292.00,0.15,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 b,Kepler-42,1,3,,3169.00,0.24,0.22,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,M,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3357.00,0.18,0.15,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3241.00,0.19,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3204.00,0.17,,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3292.00,0.15,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3258.00,0.17,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,M4 V,3203.00,0.16,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,4188.00,0.68,0.62,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 c,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3241.00,0.19,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,M4 V,3203.00,0.16,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,M,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3357.00,0.18,0.15,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,4188.00,0.68,0.62,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3292.00,0.15,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3169.00,0.24,0.22,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3258.00,0.17,0.14,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3204.00,0.17,,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-42 d,Kepler-42,1,3,,3068.00,0.17,0.13,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,40.0595000
Kepler-421 b,Kepler-421,1,1,,5265.34,0.81,0.90,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-421 b,Kepler-421,1,1,,5310.00,0.79,0.80,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-421 b,Kepler-421,1,1,,5305.00,0.82,0.75,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-421 b,Kepler-421,1,1,G9/K0,5308.00,0.76,0.79,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-421 b,Kepler-421,1,1,,5224.00,0.83,,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-421 b,Kepler-421,1,1,,5305.00,0.82,0.75,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.5580000
Kepler-422 b,Kepler-422,1,1,,5853.00,1.19,1.08,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5883.00,1.28,1.07,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5972.00,1.24,1.15,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5891.00,1.27,,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5972.00,1.24,1.15,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5954.00,1.21,1.11,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5853.00,1.19,1.08,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5883.00,1.28,1.07,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5883.00,1.28,1.07,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5972.00,1.11,1.16,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5853.00,1.19,1.08,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-422 b,Kepler-422,1,1,,5972.00,1.24,1.15,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.7950000
Kepler-423 b,Kepler-423,1,1,,5790.00,0.99,1.07,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5970.00,0.91,1.00,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5976.00,0.93,1.03,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5970.00,0.91,1.00,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5616.02,1.02,0.99,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5560.00,0.95,0.85,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,G4 V,5560.00,0.95,0.85,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5616.02,1.02,0.99,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5970.00,0.91,1.00,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5616.02,1.02,0.99,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5922.00,1.08,1.06,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5561.00,0.96,0.86,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-423 b,Kepler-423,1,1,,5560.00,0.99,,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.7530000
Kepler-424 b,Kepler-424,1,2,,5355.00,1.09,0.93,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5478.00,0.92,0.84,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5523.00,0.95,0.89,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5523.00,0.95,0.89,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5460.00,0.94,1.01,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5355.00,1.09,0.93,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5460.00,0.94,1.01,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5461.00,0.94,1.01,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5523.00,0.95,0.89,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
Kepler-424 b,Kepler-424,1,2,,5355.00,1.09,0.93,19h54m30.00s,298.6249797,+48d34m38.82s,48.5774500,698.6460000
